Red Olives,https://www.tripadvisor.com/Restaurant_Review-g304554-d4082182-Reviews-Red_Olives-Mumbai_Bombay_Maharashtra.html,Must visit,Pan Asian / Italian Cuisine fine dine,,,
Indigo Deli,https://www.tripadvisor.com/Restaurant_Review-g304554-d4039935-Reviews-Indigo_Deli-Mumbai_Bombay_Maharashtra.html,Oasis of calm in chaos,Fantastic but expensive,,,
Mainland China Asia Kitchen,https://www.tripadvisor.com/Restaurant_Review-g304554-d7059454-Reviews-Mainland_China_Asia_Kitchen-Mumbai_Bombay_Maharashtra.html,"Nice Food, Decent options",Good quality food,,,
Kailash Parbat,https://www.tripadvisor.com/Restaurant_Review-g304554-d7386847-Reviews-Kailash_Parbat-Mumbai_Bombay_Maharashtra.html,Good place for chats!,Zamaane ko chakhana hai,,,
Monkey Bar,https://www.tripadvisor.com/Restaurant_Review-g304554-d8439482-Reviews-Monkey_Bar-Mumbai_Bombay_Maharashtra.html,Extremely crowded on saturdays...!,Good exerience,,,
Sheetal Bukhara,https://www.tripadvisor.com/Restaurant_Review-g304554-d5534874-Reviews-Sheetal_Bukhara-Mumbai_Bombay_Maharashtra.html,Great place to order for late nights,INTERESTING FOOD!,,,
Ashok Vada Pav,https://www.tripadvisor.com/Restaurant_Review-g304554-d8052808-Reviews-Ashok_Vada_Pav-Mumbai_Bombay_Maharashtra.html,vada pav,Tasty Vada Pav,,,
Taco Bell,https://www.tripadvisor.com/Restaurant_Review-g304554-d5940971-Reviews-Taco_Bell-Mumbai_Bombay_Maharashtra.html,bell bell..!!,GOOD,,,
Copa,https://www.tripadvisor.com/Restaurant_Review-g304554-d6397937-Reviews-Copa-Mumbai_Bombay_Maharashtra.html,amazing nyt,Good place to hangout,,,
N Bar & Grill,https://www.tripadvisor.com/Restaurant_Review-g304554-d7014633-Reviews-N_Bar_Grill-Mumbai_Bombay_Maharashtra.html,Amazing food and ambiance !,Very nice food and ambience,,,
Nom Nom,https://www.tripadvisor.com/Restaurant_Review-g304554-d3154483-Reviews-Nom_Nom-Mumbai_Bombay_Maharashtra.html,"Amazing Food , Great romantic place",Authentic South east Asian food,,,
"Rivea, Taj Santacruz",https://www.tripadvisor.com/Restaurant_Review-g304554-d10060870-Reviews-Rivea_Taj_Santacruz-Mumbai_Bombay_Maharashtra.html,Amazing place,"Good ambience, good food, very warn hospit...",,,
IMBISS,https://www.tripadvisor.com/Restaurant_Review-g304554-d4358559-Reviews-IMBISS-Mumbai_Bombay_Maharashtra.html,Need some meat?,Go for it!,,,
Cafe at The NCPA,https://www.tripadvisor.com/Restaurant_Review-g304554-d2548203-Reviews-Cafe_at_The_NCPA-Mumbai_Bombay_Maharashtra.html,Good place with good food,Fantastic food at a price!,,,
Oh! Calcutta Express,https://www.tripadvisor.com/Restaurant_Review-g304554-d793037-Reviews-Oh_Calcutta_Express-Mumbai_Bombay_Maharashtra.html,A very good place for bengali food in Mumb...,Calcutta calling,,,
Villa Vandre,https://www.tripadvisor.com/Restaurant_Review-g304554-d8036325-Reviews-Villa_Vandre-Mumbai_Bombay_Maharashtra.html,"Cute place, good food",Quaint cafe with delicious food,,,
Bouganvilla,https://www.tripadvisor.com/Restaurant_Review-g304554-d5962262-Reviews-Bouganvilla-Mumbai_Bombay_Maharashtra.html,One of the best restaurants in Ghatkopar,Very good veg restaurant,,,
Sweet Bengal,https://www.tripadvisor.com/Restaurant_Review-g304554-d6024343-Reviews-Sweet_Bengal-Mumbai_Bombay_Maharashtra.html,For the sweet tooth !!,Excellent sweets,,,
BusaGo,https://www.tripadvisor.com/Restaurant_Review-g304554-d7072156-Reviews-BusaGo-Mumbai_Bombay_Maharashtra.html,Fantastic Asian cuisine,Small Place with Big Surprises!,,,
Tewari Bros Mithaiwala,https://www.tripadvisor.com/Restaurant_Review-g304554-d6865995-Reviews-Tewari_Bros_Mithaiwala-Mumbai_Bombay_Maharashtra.html,Chats and sweets delight,Really good place,,,
Indian Summer,https://www.tripadvisor.com/Restaurant_Review-g304554-d1098479-Reviews-Indian_Summer-Mumbai_Bombay_Maharashtra.html,Good food at a resonable price,Superb Tandoori Chicken,,,
Grandmama's Cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d8830216-Reviews-Grandmama_s_Cafe-Mumbai_Bombay_Maharashtra.html,Amazing American breakfast👍🏼,Amazing place!,,,
Kebab Korner,https://www.tripadvisor.com/Restaurant_Review-g304554-d2042721-Reviews-Kebab_Korner-Mumbai_Bombay_Maharashtra.html,Superb Food @ Kebab Korner,"Lovely surroundings, excellent service.",,,
Kailash Parbat,https://www.tripadvisor.com/Restaurant_Review-g304554-d1057871-Reviews-Kailash_Parbat-Mumbai_Bombay_Maharashtra.html,Dinner,Yummy food!,,,
Ramakrishna Hotel,https://www.tripadvisor.com/Restaurant_Review-g304554-d7062889-Reviews-Ramakrishna_Hotel-Mumbai_Bombay_Maharashtra.html,Snack Joint,GOOD UDIPI FOOD,,,
Apoorva,https://www.tripadvisor.com/Restaurant_Review-g304554-d1110220-Reviews-Apoorva-Mumbai_Bombay_Maharashtra.html,Apoorva - Near Fort,Synonymous with SeaFood,,,
Hornby's Pavillion Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d5089724-Reviews-Hornby_s_Pavillion_Restaurant-Mumbai_Bombay_Maharashtra.html,Perfect place for a perfect day..,Great Food...Greater people!,,,
Country Inn & Suites,https://www.tripadvisor.com/Restaurant_Review-g1532344-d5577879-Reviews-Country_Inn_Suites-Navi_Mumbai_Mumbai_Bombay_Maharashtra.html,Very Good Food and Ambience,Good food,,,
Doolally Taproom,https://www.tripadvisor.com/Restaurant_Review-g304554-d9581593-Reviews-Doolally_Taproom-Mumbai_Bombay_Maharashtra.html,Good beer and food!,"Doolally Taproom @ Andheri West, Mumbai",,,
Nanumal Bhojraj Restaurant,https://www.tripadvisor.com/Restaurant_Review-g1532344-d5906311-Reviews-Nanumal_Bhojraj_Restaurant-Navi_Mumbai_Mumbai_Bombay_Maharashtra.html,One of my fav,Did you tried this resturant in Navi Mumba...,,,
Stax,https://www.tripadvisor.com/Restaurant_Review-g304554-d6164683-Reviews-Stax-Mumbai_Bombay_Maharashtra.html,Unwind and relax,When tired of indian Food,,,
Shree Thaker Bhojanalay,https://www.tripadvisor.com/Restaurant_Review-g304554-d8488801-Reviews-Shree_Thaker_Bhojanalay-Mumbai_Bombay_Maharashtra.html,Great Food!,Nice,,,
California Pizza Kitchen,https://www.tripadvisor.com/Restaurant_Review-g304554-d3148851-Reviews-California_Pizza_Kitchen-Mumbai_Bombay_Maharashtra.html,"Great Pizzas, Great Price",Super food and courteous staff.,,,
Rama Krishna,https://www.tripadvisor.com/Restaurant_Review-g304554-d1138753-Reviews-Rama_Krishna-Mumbai_Bombay_Maharashtra.html,A landmark destination.,Good tasty food,,,
Shiro Restaurant & Bar,https://www.tripadvisor.com/Restaurant_Review-g304554-d5326137-Reviews-Shiro_Restaurant_Bar-Mumbai_Bombay_Maharashtra.html,A new experience everytime,Good but not impresive,,,
Geeta Bhavan,https://www.tripadvisor.com/Restaurant_Review-g304554-d1940600-Reviews-Geeta_Bhavan-Mumbai_Bombay_Maharashtra.html,Good option for south indian breakfast,South Indian Snacks,,,
Regenza Tunga,https://www.tripadvisor.com/Restaurant_Review-g1532344-d5586614-Reviews-Regenza_Tunga-Navi_Mumbai_Mumbai_Bombay_Maharashtra.html,Good place for Dinner/Lunch,Amazing Fish Curry,,,
Red Indian Sizzlers,https://www.tripadvisor.com/Restaurant_Review-g304554-d2186268-Reviews-Red_Indian_Sizzlers-Mumbai_Bombay_Maharashtra.html,Best place to have sizzlers,Best Italian Veg food,,,
Kobe Sizzlers,https://www.tripadvisor.com/Restaurant_Review-g304554-d4137975-Reviews-Kobe_Sizzlers-Mumbai_Bombay_Maharashtra.html,Japanese Teppanyaki Indian style,"Good food , Nice service and great Quantit...",,,
No. 101,https://www.tripadvisor.com/Restaurant_Review-g304554-d7595774-Reviews-No_101-Mumbai_Bombay_Maharashtra.html,Authentic north indian food taste,Go for North Indian Food,,,
Maya,https://www.tripadvisor.com/Restaurant_Review-g304554-d3842888-Reviews-Maya-Mumbai_Bombay_Maharashtra.html,Stop here for Indian Thali,lovely punjabi food,,,
Indigo Delicatessen,https://www.tripadvisor.com/Restaurant_Review-g304554-d6353749-Reviews-Indigo_Delicatessen-Mumbai_Bombay_Maharashtra.html,Worth the visit again after a few months...,Awesome Ambience..,,,
Cream Centre Mumbai,https://www.tripadvisor.com/Restaurant_Review-g304554-d4747845-Reviews-Cream_Centre_Mumbai-Mumbai_Bombay_Maharashtra.html,Great Multi-Cuisine Veg Restaurent,Delightful!,,,
Mainland China,https://www.tripadvisor.com/Restaurant_Review-g304554-d3247466-Reviews-Mainland_China-Mumbai_Bombay_Maharashtra.html,Would give 5 stars.......,Great food and service,,,
Global Buffet,https://www.tripadvisor.com/Restaurant_Review-g304554-d8463986-Reviews-Global_Buffet-Mumbai_Bombay_Maharashtra.html,"Great spread, delicious food, nice ambianc...",Fabulous live counters and starters,,,
Chili's,https://www.tripadvisor.com/Restaurant_Review-g304554-d3299290-Reviews-Chili_s-Mumbai_Bombay_Maharashtra.html,"Okay Food, Quite Expensive",Overpriced Mexican Restaurant,,,
Artisan,https://www.tripadvisor.com/Restaurant_Review-g304554-d5070752-Reviews-Artisan-Mumbai_Bombay_Maharashtra.html,Nice Restaurant & Bar,Mouth-watering Desserts,,,
Food Inn,https://www.tripadvisor.com/Restaurant_Review-g304554-d5901125-Reviews-Food_Inn-Mumbai_Bombay_Maharashtra.html,Good food .good price and great service,Great little place,,,
Pali Village Cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d5327575-Reviews-Pali_Village_Cafe-Mumbai_Bombay_Maharashtra.html,Nice Italian Food,"Delicious food, nice ambience",,,
The Leela,https://www.tripadvisor.com/Restaurant_Review-g304554-d7652433-Reviews-The_Leela-Mumbai_Bombay_Maharashtra.html,The place to stay in,Complete package,,,
Only Parathas,https://www.tripadvisor.com/Restaurant_Review-g304554-d5325481-Reviews-Only_Parathas-Mumbai_Bombay_Maharashtra.html,Awesome!,Tasty Parathas,,,
Chakra,https://www.tripadvisor.com/Restaurant_Review-g304554-d940192-Reviews-Chakra-Mumbai_Bombay_Maharashtra.html,"While at Sakinaka, think of Chakra for lun...",A quick meal for office goers in Andheri E,,,
Highway Gomantak,https://www.tripadvisor.com/Restaurant_Review-g304554-d2357932-Reviews-Highway_Gomantak-Mumbai_Bombay_Maharashtra.html,Seafood Highway!!,Authentic sea food..................worth...,,,
Sadguru PavBhaji Center,https://www.tripadvisor.com/Restaurant_Review-g304554-d794230-Reviews-Sadguru_PavBhaji_Center-Mumbai_Bombay_Maharashtra.html,Onion masal dosa,Best Pav-Bhaji in Town,,,
Kofuku,https://www.tripadvisor.com/Restaurant_Review-g304554-d3617584-Reviews-Kofuku-Mumbai_Bombay_Maharashtra.html,Delicious Sushi!,"Exceptional food, reluctant waiter",,,
Gaylord Restaurant (Breads & More),https://www.tripadvisor.com/Restaurant_Review-g304554-d939984-Reviews-Gaylord_Restaurant_Breads_More-Mumbai_Bombay_Maharashtra.html,Good Food at a Reasonable Price,Very pleasant,,,
Sweetish House Mafia,https://www.tripadvisor.com/Restaurant_Review-g304554-d8011168-Reviews-Sweetish_House_Mafia-Mumbai_Bombay_Maharashtra.html,Best Cookies in the Town !,Nice cookies!,,,
Cafe Mangii,https://www.tripadvisor.com/Restaurant_Review-g304554-d8000848-Reviews-Cafe_Mangii-Mumbai_Bombay_Maharashtra.html,Good Wood base Pizza,Lovely food ! Super service !,,,
Gulmurg,https://www.tripadvisor.com/Restaurant_Review-g304554-d2435345-Reviews-Gulmurg-Mumbai_Bombay_Maharashtra.html,No disappointment,Excellent food...great service,,,
Grapeviine,https://www.tripadvisor.com/Restaurant_Review-g304554-d1006339-Reviews-Grapeviine-Mumbai_Bombay_Maharashtra.html,Nice pmace,average place,,,
Fresh Catch,https://www.tripadvisor.com/Restaurant_Review-g304554-d5071025-Reviews-Fresh_Catch-Mumbai_Bombay_Maharashtra.html,Amazing!,Seafood Paradise,,,
China Gate,https://www.tripadvisor.com/Restaurant_Review-g304554-d5325044-Reviews-China_Gate-Mumbai_Bombay_Maharashtra.html,Food,Authentic chinese food in Mumbai Andheri a...,,,
The Spare Kitchen,https://www.tripadvisor.com/Restaurant_Review-g304554-d5549437-Reviews-The_Spare_Kitchen-Mumbai_Bombay_Maharashtra.html,""" HashTag Loyalty "",""Nice Dining option near Juhu Beach and Air...",,,,
Pali Village Cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d1771109-Reviews-Pali_Village_Cafe-Mumbai_Bombay_Maharashtra.html,Cosy place,Lovely experience,,,
Gajalee,https://www.tripadvisor.com/Restaurant_Review-g304554-d5325045-Reviews-Gajalee-Mumbai_Bombay_Maharashtra.html,Great Seafood..friendly staff..Near Juhu C...,Great Seafood,,,
Paradise,https://www.tripadvisor.com/Restaurant_Review-g304554-d4398002-Reviews-Paradise-Mumbai_Bombay_Maharashtra.html,Tasty Chicken Rolls and snacks - but they...,must place to visit,,,
Piccadilly,https://www.tripadvisor.com/Restaurant_Review-g304554-d1139209-Reviews-Piccadilly-Mumbai_Bombay_Maharashtra.html,The Best Chicken Shawarma's in Mumbai..!,Awesome Lebanese..,,,
Rockville Restaurant & Bar,https://www.tripadvisor.com/Restaurant_Review-g1532344-d2207159-Reviews-Rockville_Restaurant_Bar-Navi_Mumbai_Mumbai_Bombay_Maharashtra.html,Good with Live music,Good but Expensive Place,,,
Pop Tates,https://www.tripadvisor.com/Restaurant_Review-g304554-d787723-Reviews-Pop_Tates-Mumbai_Bombay_Maharashtra.html,Good good !!,Delicious food,,,
Mamagoto,https://www.tripadvisor.com/Restaurant_Review-g304554-d7117318-Reviews-Mamagoto-Mumbai_Bombay_Maharashtra.html,Mamagato! Nice food,Good pan Asian fare...,,,
China Bistro,https://www.tripadvisor.com/Restaurant_Review-g304554-d6994533-Reviews-China_Bistro-Mumbai_Bombay_Maharashtra.html,Lunch,Soulful Visit,,,
Hotel Sunny Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d4972272-Reviews-Hotel_Sunny_Restaurant-Mumbai_Bombay_Maharashtra.html,Kerala Parantha and Mutton/ Chicken Liver...,Good South Indian taste,,,
MoMo 2 Go,https://www.tripadvisor.com/Restaurant_Review-g304554-d3292799-Reviews-MoMo_2_Go-Mumbai_Bombay_Maharashtra.html,Good Food w Wider Choice,Good Food but can do much better,,,
Pebbles,https://www.tripadvisor.com/Restaurant_Review-g304554-d2454667-Reviews-Pebbles-Mumbai_Bombay_Maharashtra.html,"Still trying to figure the name, neverthel...",Pebbles -sea food speciality,,,
Pop Tate's,https://www.tripadvisor.com/Restaurant_Review-g304554-d940183-Reviews-Pop_Tate_s-Mumbai_Bombay_Maharashtra.html,Gr8 hangout with friends,Good Place,,,
Neel,https://www.tripadvisor.com/Restaurant_Review-g304554-d2501472-Reviews-Neel-Mumbai_Bombay_Maharashtra.html,wonderful food; interesting location...,Lovely space !,,,
The Big Bang Bar & Cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d3869983-Reviews-The_Big_Bang_Bar_Cafe-Mumbai_Bombay_Maharashtra.html,Good place and good ambience.,Date place,,,
Tamnak Thai,https://www.tripadvisor.com/Restaurant_Review-g304554-d1449927-Reviews-Tamnak_Thai-Mumbai_Bombay_Maharashtra.html,Tantalizing smell and taste,Quite Authentic !!,,,
Soy Street,https://www.tripadvisor.com/Restaurant_Review-g1532344-d7014517-Reviews-Soy_Street-Navi_Mumbai_Mumbai_Bombay_Maharashtra.html,Good place to eat with the family & Friend...,Authentic chinese restaurant,,,
Quench Cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d5324909-Reviews-Quench_Cafe-Mumbai_Bombay_Maharashtra.html,quench my thirst,Fabulous place!!,,,
The Calcutta Club,https://www.tripadvisor.com/Restaurant_Review-g304554-d3685906-Reviews-The_Calcutta_Club-Mumbai_Bombay_Maharashtra.html,Good Bengali food,The most simple & unpretentious Bengali fo...,,,
AKA Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d9464391-Reviews-AKA_Restaurant-Mumbai_Bombay_Maharashtra.html,Brilliant,Great place for dinner.. (if the prices we...,,,
Suzette,https://www.tripadvisor.com/Restaurant_Review-g304554-d6415811-Reviews-Suzette-Mumbai_Bombay_Maharashtra.html,Hot Chocolate...HOT Chocolate....HOT CHOCO...,Nice brunch,,,
Grand Central,https://www.tripadvisor.com/Restaurant_Review-g304554-d5254855-Reviews-Grand_Central-Mumbai_Bombay_Maharashtra.html,Great family restuarant,Good Food,,,
Nom Nom,https://www.tripadvisor.com/Restaurant_Review-g304554-d6726916-Reviews-Nom_Nom-Mumbai_Bombay_Maharashtra.html,Experiment that succeeded and how -:),GooD food at a price,,,
Eat Around The Corner,https://www.tripadvisor.com/Restaurant_Review-g304554-d2283446-Reviews-Eat_Around_The_Corner-Mumbai_Bombay_Maharashtra.html,Not just a corner!,Value for Money,,,
Kobe Sizzler And Snack Bar,https://www.tripadvisor.com/Restaurant_Review-g304554-d5324954-Reviews-Kobe_Sizzler_And_Snack_Bar-Mumbai_Bombay_Maharashtra.html,Great for sizzling platter,Kobe Sizzlers - old time sizzlers place st...,,,
The White Owl,https://www.tripadvisor.com/Restaurant_Review-g304554-d4340823-Reviews-The_White_Owl-Mumbai_Bombay_Maharashtra.html,Awesome ambiance with good food,“Nice place for an office Lunch”,,,
Burger King,https://www.tripadvisor.com/Restaurant_Review-g304554-d7716957-Reviews-Burger_King-Mumbai_Bombay_Maharashtra.html,Burger King - Tasty burgers!,Yummy Burgers,,,
Cafe Moshe's,https://www.tripadvisor.com/Restaurant_Review-g304554-d6852148-Reviews-Cafe_Moshe_s-Mumbai_Bombay_Maharashtra.html,great desert place,Enjoyed every bit of it,,,
McDonalds Family Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d812490-Reviews-McDonalds_Family_Restaurant-Mumbai_Bombay_Maharashtra.html,Great place to grab a bite amidst your sho...,One of the popular options on Causeway!,,,
Relish,https://www.tripadvisor.com/Restaurant_Review-g304554-d3490962-Reviews-Relish-Mumbai_Bombay_Maharashtra.html,RELISH,Delight for cheese lovers,,,
22,https://www.tripadvisor.com/Restaurant_Review-g304554-d2249888-Reviews-022-Mumbai_Bombay_Maharashtra.html,Fantastic Buffet at BKC with Sushi Bar and...,"Food is good, service is bad !!",,,
Bombay Vintage,https://www.tripadvisor.com/Restaurant_Review-g304554-d9624563-Reviews-Bombay_Vintage-Mumbai_Bombay_Maharashtra.html,Unique Place,"Great food, great atmosphere",,,
Maritime by San Lorenzo,https://www.tripadvisor.com/Restaurant_Review-g304554-d5498744-Reviews-Maritime_by_San_Lorenzo-Mumbai_Bombay_Maharashtra.html,Decent Italian restaurant,Delicious food,,,
Aqaba,https://www.tripadvisor.com/Restaurant_Review-g304554-d7175232-Reviews-Aqaba-Mumbai_Bombay_Maharashtra.html,Quite a nice little place,Great place for good food,,,
Pratap Lunch Home,https://www.tripadvisor.com/Restaurant_Review-g304554-d3836767-Reviews-Pratap_Lunch_Home-Mumbai_Bombay_Maharashtra.html,Nice seafood,Stop by...,,,
New Martin Hotel Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d1119425-Reviews-New_Martin_Hotel_Restaurant-Mumbai_Bombay_Maharashtra.html,Too Good,Excellent is not the word,,,
Zaffran,https://www.tripadvisor.com/Restaurant_Review-g304554-d6663095-Reviews-Zaffran-Mumbai_Bombay_Maharashtra.html,Zapped by Zaffran!,Absolutely delighted,,,
Emperor's Court,https://www.tripadvisor.com/Restaurant_Review-g304554-d842052-Reviews-Emperor_s_Court-Mumbai_Bombay_Maharashtra.html,Wedding anniversary celebration,Emperor's Chinese,,,
"Mainland china, growel mall, kandivali east, mumbai",https://www.tripadvisor.com/Restaurant_Review-g304554-d4570289-Reviews-Mainland_china_growel_mall_kandivali_east_mumbai-Mumbai_Bombay_Maharashtra.html,Nice,Totally worth it,,,
Wink,https://www.tripadvisor.com/Restaurant_Review-g304554-d2102203-Reviews-Wink-Mumbai_Bombay_Maharashtra.html,Crazy,Nice place for a drink,,,
Tunga Bar Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d6865984-Reviews-Tunga_Bar_Restaurant-Mumbai_Bombay_Maharashtra.html,Destiny Calls,Good food,,,
Zodiac,https://www.tripadvisor.com/Restaurant_Review-g304554-d6117055-Reviews-Zodiac-Mumbai_Bombay_Maharashtra.html,Awesome Food Spread,Excellent Buffet Spread,,,
By The Way,https://www.tripadvisor.com/Restaurant_Review-g304554-d2332458-Reviews-By_The_Way-Mumbai_Bombay_Maharashtra.html,NICE PARSI FOOD,Parsi food for Parsi patrons,,,
The Mini Punjab's Lakeside,https://www.tripadvisor.com/Restaurant_Review-g304554-d1896892-Reviews-The_Mini_Punjab_s_Lakeside-Mumbai_Bombay_Maharashtra.html,Dinner Visit,"Decent Place for some ""Us"" Time",,,
Sadguru,https://www.tripadvisor.com/Restaurant_Review-g304554-d8068898-Reviews-Sadguru-Mumbai_Bombay_Maharashtra.html,best veg hotel in chembur,Hottest Place for Vegetarians,,,
Asian Street Kitchen,https://www.tripadvisor.com/Restaurant_Review-g304554-d6450892-Reviews-Asian_Street_Kitchen-Mumbai_Bombay_Maharashtra.html,Lovely food,A good place vegetarian asian cuisine,,,
Mockingbird Cafe Bar,https://www.tripadvisor.com/Restaurant_Review-g304554-d10065628-Reviews-Mockingbird_Cafe_Bar-Mumbai_Bombay_Maharashtra.html,"Smart, friendly anytime cafe",Anniv treat,,,
Sancho's Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d2249029-Reviews-Sancho_s_Restaurant-Mumbai_Bombay_Maharashtra.html,Whatta place!!,Truly south american,,,
The Creek,https://www.tripadvisor.com/Restaurant_Review-g304554-d5900244-Reviews-The_Creek-Mumbai_Bombay_Maharashtra.html,Satisfy your tastebuds...,good option,,,
Silver Beach cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d3367059-Reviews-Silver_Beach_cafe-Mumbai_Bombay_Maharashtra.html,Awesome new breakfast menu !!! Must try,Lovely place,,,
Urban Tadka Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d5914000-Reviews-Urban_Tadka_Restaurant-Mumbai_Bombay_Maharashtra.html,Nice place and yummy food,Nice food,,,
Balaji Pure Veg,https://www.tripadvisor.com/Restaurant_Review-g304554-d3612314-Reviews-Balaji_Pure_Veg-Mumbai_Bombay_Maharashtra.html,Food is good price is a bit on the higher...,Yummy South Indian stuff,,,
Burger King,https://www.tripadvisor.com/Restaurant_Review-g304554-d7237639-Reviews-Burger_King-Mumbai_Bombay_Maharashtra.html,Mouthwatering Burgers,Tasty burgers,,,
Panchvati Gaurav,https://www.tripadvisor.com/Restaurant_Review-g304554-d3348550-Reviews-Panchvati_Gaurav-Mumbai_Bombay_Maharashtra.html,Must visit place,Had to restore my faith in Thaali,,,
Swati Snacks,https://www.tripadvisor.com/Restaurant_Review-g304554-d6727107-Reviews-Swati_Snacks-Mumbai_Bombay_Maharashtra.html,Unique vegetarian food,Authentic and yummy Gujurati food,,,
Awesome Barbeque & Grill,https://www.tripadvisor.com/Restaurant_Review-g304554-d786203-Reviews-Awesome_Barbeque_Grill-Mumbai_Bombay_Maharashtra.html,Good grill,Girish,,,
Only Rolls,https://www.tripadvisor.com/Restaurant_Review-g304554-d7014595-Reviews-Only_Rolls-Mumbai_Bombay_Maharashtra.html,Best for Rolls,Looking for light tasty food,,,
Copper Chimney,https://www.tripadvisor.com/Restaurant_Review-g304554-d3135786-Reviews-Copper_Chimney-Mumbai_Bombay_Maharashtra.html,"Copper Chimney, Worli, Mumbai",Freshest tandoori possible,,,
Riso,https://www.tripadvisor.com/Restaurant_Review-g1532344-d6684242-Reviews-Riso-Navi_Mumbai_Mumbai_Bombay_Maharashtra.html,Delicious Veg Italian food,Italian Food - Restaurent,,,
Spice Lane Resto Bar,https://www.tripadvisor.com/Restaurant_Review-g304554-d3241328-Reviews-Spice_Lane_Resto_Bar-Mumbai_Bombay_Maharashtra.html,Good food,Superb candle lit dinner,,,
The Eau Bar,https://www.tripadvisor.com/Restaurant_Review-g304554-d5998537-Reviews-The_Eau_Bar-Mumbai_Bombay_Maharashtra.html,Great views over the Arabian Sea...come fo...,THE BEST BAR IN TOWN,,,
Landmark,https://www.tripadvisor.com/Restaurant_Review-g304554-d1063383-Reviews-Landmark-Mumbai_Bombay_Maharashtra.html,Good Veg Food,Nice food good servings,,,
The Oriental Blossom,https://www.tripadvisor.com/Restaurant_Review-g304554-d789743-Reviews-The_Oriental_Blossom-Mumbai_Bombay_Maharashtra.html,Family favourite for delicious Chinese foo...,Husbamd's favorite,,,
Basilico,https://www.tripadvisor.com/Restaurant_Review-g304554-d801192-Reviews-Basilico-Mumbai_Bombay_Maharashtra.html,Good western café,Decent Food with Basic Ambience,,,
Please Don't Tell,https://www.tripadvisor.com/Restaurant_Review-g304554-d7242868-Reviews-Please_Don_t_Tell-Mumbai_Bombay_Maharashtra.html,Visit,"Some Fabulous Concoctions, Happy Hours, En...",,,
Fat Man's Cafe,https://www.tripadvisor.com/Restaurant_Review-g304554-d6726930-Reviews-Fat_Man_s_Cafe-Mumbai_Bombay_Maharashtra.html,Mac and cheese pizza,Decent place,,,
The Big Kahuna,https://www.tripadvisor.com/Restaurant_Review-g304554-d6921870-Reviews-The_Big_Kahuna-Mumbai_Bombay_Maharashtra.html,decent place to have drinks,"Good food, great service and unique drinks",,,
B Merwan,https://www.tripadvisor.com/Restaurant_Review-g304554-d7306349-Reviews-B_Merwan-Mumbai_Bombay_Maharashtra.html,Classic...must visit,Great place for breakfast,,,
Something Fishy Regenza by Tunga,https://www.tripadvisor.com/Restaurant_Review-g304554-d5998326-Reviews-Something_Fishy_Regenza_by_Tunga-Mumbai_Bombay_Maharashtra.html,For Fish & Crabs.,Fish time,,,
The Mirador Hotel & Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d5997189-Reviews-The_Mirador_Hotel_Restaurant-Mumbai_Bombay_Maharashtra.html,"Good food, Value for money","Good hall for business parties, average fo...",,,
Bhagwati Veg Restaurant,https://www.tripadvisor.com/Restaurant_Review-g304554-d5070773-Reviews-Bhagwati_Veg_Restaurant-Mumbai_Bombay_Maharashtra.html,Best Pav Bhaji and Pulao,Great food!!,,,
3 Wise Monkeys,https://www.tripadvisor.com/Restaurant_Review-g304554-d5998887-Reviews-3_Wise_Monkeys-Mumbai_Bombay_Maharashtra.html,Good food and Good vibes!,Ambience awesome,,,
Ruka,https://www.tripadvisor.com/Restaurant_Review-g304554-d9712524-Reviews-Ruka-Mumbai_Bombay_Maharashtra.html,Superb,Great Food,,,
Indigo Delicatessen,https://www.tripadvisor.com/Restaurant_Review-g304554-d6216261-Reviews-Indigo_Delicatessen-Mumbai_Bombay_Maharashtra.html,Loved the Desserts!!!,Best meal!!,,,
Amba Bhavan,https://www.tripadvisor.com/Restaurant_Review-g304554-d4452206-Reviews-Amba_Bhavan-Mumbai_Bombay_Maharashtra.html,Authentic South Indian snacks,Good food..!!,,,
Panchvati Gaurav,https://www.tripadvisor.com/Restaurant_Review-g304554-d5907345-Reviews-Panchvati_Gaurav-Mumbai_Bombay_Maharashtra.html,Super Thali,old fashioned Gujrati hospitality and half...,,,
Zaffran,https://www.tripadvisor.com/Restaurant_Review-g304554-d6116347-Reviews-Zaffran-Mumbai_Bombay_Maharashtra.html,Best for late night cravings....,Best Mughlai food,,,
